employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted
67945,Analytics,region_28,Bachelor's,m,other,1,34,3,3,0,84,no_promoted
48265,Sales & Marketing,region_23,Bachelor's,f,other,1,34,2,9,0,52,no_promoted
73507,HR,region_22,Bachelor's,m,sourcing,1,38,2,8,1,54,no_promoted
10661,Sales & Marketing,region_4,Master's & above,m,sourcing,1,40,3,7,0,49,no_promoted
36978,Finance,region_2,Bachelor's,f,other,1,48,5,5,0,62,no_promoted
28795,R&D,region_7,Master's & above,m,sourcing,1,37,2,5,0,83,no_promoted
50357,Legal,region_31,Bachelor's,m,other,1,30,,1,0,53,no_promoted
64567,Finance,region_22,Bachelor's,m,sourcing,1,26,3,4,0,57,no_promoted
59788,Technology,region_5,Master's & above,m,sourcing,1,31,3,1,0,80,no_promoted
44759,Legal,region_27,Bachelor's,m,other,1,27,5,2,1,66,promoted
71461,Operations,region_2,Bachelor's,f,sourcing,1,31,3,7,0,62,no_promoted
13206,Technology,region_13,Bachelor's,m,sourcing,1,38,3,7,0,83,no_promoted
5895,Sales & Marketing,region_20,Bachelor's,m,sourcing,3,34,1,8,0,51,no_promoted
28699,HR,region_2,Master's & above,f,sourcing,1,41,5,10,0,50,no_promoted
44061,Procurement,region_2,Master's & above,f,other,1,54,4,22,0,69,no_promoted
27391,Procurement,region_26,Bachelor's,f,other,1,30,1,4,0,65,no_promoted
37915,Procurement,region_22,Master's & above,m,sourcing,1,43,5,8,0,65,no_promoted
2483,Operations,region_2,Bachelor's,f,sourcing,1,30,3,3,0,,no_promoted
64877,Sales & Marketing,region_20,Master's & above,m,sourcing,1,40,5,5,0,53,no_promoted
21802,Sales & Marketing,region_22,,m,other,1,30,3,6,0,51,no_promoted
77434,Operations,region_32,Bachelor's,f,other,1,40,1,5,0,,no_promoted
19778,Sales & Marketing,region_31,Master's & above,m,sourcing,3,31,3,6,0,47,no_promoted
898,Operations,region_22,Bachelor's,m,other,2,38,4,5,0,57,no_promoted
6423,Operations,region_27,Master's & above,f,other,1,41,3,5,0,60,no_promoted
63771,Technology,region_7,Bachelor's,f,referred,1,28,5,7,1,94,promoted
40043,Technology,region_2,Master's & above,m,sourcing,1,42,3,4,0,81,no_promoted
37524,Operations,region_32,Master's & above,f,other,1,50,4,20,0,56,no_promoted
45435,Sales & Marketing,region_13,Bachelor's,m,other,1,29,5,4,0,52,no_promoted
21680,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,30,3,5,1,67,promoted
30837,Sales & Marketing,region_26,,m,sourcing,1,23,,1,0,,no_promoted
28273,Sales & Marketing,region_2,Bachelor's,m,other,2,28,3,4,0,53,no_promoted
43604,Analytics,region_2,,m,other,2,24,,1,0,89,no_promoted
39968,Procurement,region_7,Master's & above,m,sourcing,1,43,3,12,0,68,no_promoted
29988,R&D,region_4,Master's & above,m,sourcing,1,39,2,4,0,85,no_promoted
49573,Legal,region_22,Master's & above,m,sourcing,1,33,5,5,0,64,promoted
42344,Sales & Marketing,region_2,,m,sourcing,1,30,4,4,0,49,no_promoted
46321,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,34,1,7,0,46,no_promoted
14318,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,29,5,2,0,51,no_promoted
67705,Procurement,region_2,Bachelor's,f,sourcing,2,43,2,12,0,67,no_promoted
45901,Finance,region_2,Bachelor's,m,other,1,34,4,2,0,55,no_promoted
25913,Sales & Marketing,region_16,Master's & above,m,sourcing,1,38,2,10,0,49,no_promoted
15685,Operations,region_32,Bachelor's,f,sourcing,1,34,5,7,0,59,no_promoted
54843,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,31,5,6,0,48,no_promoted
13558,Finance,region_2,Bachelor's,m,other,1,57,5,24,0,60,no_promoted
77604,Operations,region_22,Bachelor's,m,sourcing,1,35,5,7,0,87,promoted
73838,Analytics,region_2,Bachelor's,m,other,1,23,1,2,0,83,no_promoted
3912,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,35,2,5,0,51,no_promoted
45518,Operations,region_19,Bachelor's,m,other,1,35,4,3,0,58,no_promoted
42400,Sales & Marketing,region_28,Master's & above,m,other,1,31,1,4,0,65,promoted
43038,Operations,region_2,Master's & above,f,other,2,35,2,7,0,60,no_promoted
45844,Procurement,region_26,Master's & above,m,sourcing,1,52,5,15,0,74,no_promoted
46877,Operations,region_14,Bachelor's,f,other,1,35,4,8,0,56,no_promoted
68528,Sales & Marketing,region_27,Bachelor's,m,other,1,35,3,6,0,48,no_promoted
38201,HR,region_13,Bachelor's,m,sourcing,1,24,3,2,0,51,no_promoted
33405,Operations,region_19,Master's & above,m,other,1,33,1,5,0,59,no_promoted
47641,R&D,region_4,Master's & above,m,sourcing,1,32,5,5,0,81,no_promoted
29798,Operations,region_9,Bachelor's,m,other,1,25,4,3,0,63,no_promoted
53226,Procurement,region_2,Bachelor's,m,other,1,28,2,2,0,71,no_promoted
41583,Technology,region_5,Bachelor's,f,other,1,26,3,2,0,82,no_promoted
56552,Operations,region_27,Bachelor's,m,sourcing,1,40,1,10,0,59,no_promoted
73125,Procurement,region_2,Master's & above,m,sourcing,2,49,3,20,0,71,no_promoted
48798,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,26,4,3,0,51,no_promoted
61837,Procurement,region_2,Bachelor's,m,other,1,42,5,16,0,68,no_promoted
63291,Sales & Marketing,region_26,Bachelor's,m,other,1,42,3,11,0,99,promoted
2613,HR,region_2,Bachelor's,f,sourcing,1,45,3,11,0,49,no_promoted
63013,Sales & Marketing,region_21,Bachelor's,m,other,1,30,3,5,0,49,no_promoted
61746,Technology,region_7,Bachelor's,f,sourcing,1,25,3,2,0,79,no_promoted
29679,Procurement,region_13,Bachelor's,f,other,1,39,5,9,0,96,promoted
75834,Sales & Marketing,region_2,,m,other,2,23,,1,0,48,no_promoted
15853,Sales & Marketing,region_28,Bachelor's,m,other,1,40,4,3,0,47,no_promoted
2772,Sales & Marketing,region_6,Bachelor's,m,other,1,42,3,5,0,53,no_promoted
2147,Sales & Marketing,region_2,Master's & above,m,other,2,33,1,7,0,51,no_promoted
76882,Sales & Marketing,region_2,Master's & above,m,sourcing,1,32,2,3,0,47,no_promoted
12543,Operations,region_31,Bachelor's,m,sourcing,1,36,5,10,0,59,no_promoted
29051,Sales & Marketing,region_27,Bachelor's,m,other,2,29,1,6,0,51,no_promoted
13504,Operations,region_2,Bachelor's,f,other,1,58,1,15,0,59,no_promoted
41231,Sales & Marketing,region_23,Bachelor's,m,sourcing,3,36,3,10,0,48,no_promoted
9018,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,32,3,5,0,52,no_promoted
54676,Sales & Marketing,region_8,Bachelor's,m,other,1,30,,1,0,49,no_promoted
55357,Sales & Marketing,region_25,Bachelor's,m,other,2,29,3,5,0,48,no_promoted
43222,Finance,region_23,Bachelor's,m,other,2,31,3,6,0,57,no_promoted
45713,R&D,region_11,Bachelor's,m,other,1,37,5,3,0,80,no_promoted
54822,HR,region_22,Bachelor's,m,other,1,24,,1,0,51,no_promoted
539,R&D,region_22,Master's & above,m,sourcing,1,29,2,3,0,86,no_promoted
30105,Operations,region_26,Bachelor's,m,sourcing,1,27,4,3,0,58,no_promoted
22194,Sales & Marketing,region_16,Bachelor's,m,other,1,36,3,9,0,47,no_promoted
25968,Procurement,region_15,Bachelor's,f,other,1,32,2,10,0,67,no_promoted
25439,HR,region_22,Master's & above,m,other,1,35,4,8,0,53,no_promoted
73337,Operations,region_19,Bachelor's,m,sourcing,2,35,3,9,0,55,no_promoted
18604,Technology,region_7,Bachelor's,f,other,1,32,4,2,0,76,no_promoted
60348,Operations,region_13,Bachelor's,m,sourcing,3,36,4,8,0,57,no_promoted
301,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,43,4,14,0,53,no_promoted
64312,Technology,region_15,Master's & above,f,sourcing,1,38,1,6,0,78,no_promoted
18608,Sales & Marketing,region_2,Bachelor's,m,referred,1,31,5,6,0,51,no_promoted
65700,Sales & Marketing,region_23,Master's & above,m,sourcing,1,40,1,12,0,52,no_promoted
71470,Sales & Marketing,region_2,Bachelor's,m,other,3,30,1,5,0,52,no_promoted
24346,Sales & Marketing,region_2,Master's & above,m,other,1,55,1,3,0,49,no_promoted
26790,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,32,2,9,0,50,no_promoted
29160,Operations,region_22,,m,other,1,25,5,3,0,57,no_promoted
64559,Technology,region_22,Bachelor's,m,other,1,30,3,4,0,76,no_promoted
75185,HR,region_32,Bachelor's,m,other,1,30,4,5,0,48,no_promoted
6885,Procurement,region_2,Bachelor's,m,other,1,29,,1,0,73,no_promoted
57366,Sales & Marketing,region_16,Bachelor's,m,other,1,34,1,5,0,48,no_promoted
32348,Operations,region_16,Bachelor's,m,other,1,31,1,8,0,63,no_promoted
38139,Analytics,region_12,Bachelor's,m,sourcing,1,30,2,5,0,85,no_promoted
29324,Sales & Marketing,region_28,Master's & above,m,sourcing,2,40,5,11,0,,no_promoted
19349,Sales & Marketing,region_29,Bachelor's,m,sourcing,2,25,1,2,0,49,no_promoted
70264,Analytics,region_28,Bachelor's,m,sourcing,1,29,3,2,0,89,no_promoted
66395,Procurement,region_13,Master's & above,m,other,1,33,5,2,0,67,no_promoted
53103,Sales & Marketing,region_25,Bachelor's,m,other,1,27,4,4,0,51,no_promoted
48908,Sales & Marketing,region_13,Bachelor's,m,other,3,29,4,3,0,44,no_promoted
42742,Sales & Marketing,region_31,Master's & above,m,other,1,30,2,4,0,51,no_promoted
44023,Finance,region_11,Bachelor's,m,other,2,31,5,5,0,66,no_promoted
58862,Technology,region_13,Master's & above,m,other,1,34,2,6,0,79,no_promoted
13317,Operations,region_22,Bachelor's,m,sourcing,1,40,4,4,0,58,no_promoted
42940,Procurement,region_2,Bachelor's,m,sourcing,1,48,3,9,0,68,no_promoted
69308,Technology,region_7,Master's & above,m,sourcing,1,33,4,6,0,81,no_promoted
31237,HR,region_22,Bachelor's,f,sourcing,1,28,5,3,0,46,no_promoted
25740,Legal,region_23,Master's & above,m,sourcing,1,43,5,3,0,58,no_promoted
44668,Procurement,region_17,Bachelor's,f,sourcing,1,32,5,5,0,69,no_promoted
41886,HR,region_15,Bachelor's,m,other,1,38,2,12,0,48,no_promoted
15741,Sales & Marketing,region_8,Bachelor's,m,other,2,32,3,7,0,48,no_promoted
53486,Operations,region_6,Bachelor's,f,other,1,29,5,6,0,67,no_promoted
61149,Sales & Marketing,region_28,Master's & above,m,sourcing,2,33,4,7,0,47,no_promoted
57678,Analytics,region_27,Bachelor's,m,sourcing,1,39,5,11,0,82,no_promoted
67363,Sales & Marketing,region_22,,m,sourcing,1,29,2,2,0,52,no_promoted
1211,Operations,region_4,Bachelor's,m,other,1,53,3,16,0,62,no_promoted
1194,Analytics,region_2,Master's & above,m,sourcing,1,32,5,5,0,85,no_promoted
8685,Sales & Marketing,region_23,Bachelor's,f,other,1,30,4,6,0,59,promoted
5857,Operations,region_22,Bachelor's,f,sourcing,1,33,5,8,0,,no_promoted
21829,Technology,region_24,Bachelor's,f,sourcing,1,24,3,3,0,82,no_promoted
44709,Sales & Marketing,region_16,Bachelor's,f,other,1,34,1,5,0,44,no_promoted
14124,Operations,region_20,Master's & above,m,other,1,33,3,6,0,62,no_promoted
69131,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,29,,1,0,50,promoted
26252,HR,region_2,Master's & above,m,other,1,47,4,16,0,53,no_promoted
27618,Technology,region_7,Master's & above,f,sourcing,2,35,4,7,0,78,no_promoted
46460,Procurement,region_16,Bachelor's,m,other,1,30,3,1,0,68,no_promoted
15858,Procurement,region_2,Master's & above,f,other,1,36,3,7,0,69,no_promoted
53569,Procurement,region_11,Master's & above,m,sourcing,1,40,3,8,0,67,no_promoted
64012,Sales & Marketing,region_2,Bachelor's,f,other,1,49,1,19,0,52,no_promoted
5050,Procurement,region_13,Bachelor's,m,sourcing,1,51,3,18,0,69,no_promoted
2736,Technology,region_22,Master's & above,m,other,3,39,3,4,0,79,no_promoted
30950,Procurement,region_2,Bachelor's,m,sourcing,1,29,,1,0,63,no_promoted
38795,HR,region_2,Master's & above,m,other,2,39,5,12,0,48,no_promoted
39674,Operations,region_8,Bachelor's,m,other,1,34,3,4,0,59,no_promoted
33710,Technology,region_22,Master's & above,m,other,1,50,3,7,0,77,no_promoted
47675,Operations,region_2,Bachelor's,m,sourcing,1,58,4,18,0,,no_promoted
59613,Operations,region_7,Bachelor's,m,sourcing,1,39,5,3,0,57,no_promoted
8113,Operations,region_16,Bachelor's,m,other,1,37,3,5,0,,no_promoted
54049,Sales & Marketing,region_19,Bachelor's,m,other,1,40,5,4,0,49,no_promoted
69415,Finance,region_22,Master's & above,m,sourcing,1,30,4,4,0,59,no_promoted
4398,Sales & Marketing,region_19,Bachelor's,m,other,3,33,1,7,0,46,no_promoted
42257,Analytics,region_8,Bachelor's,m,sourcing,1,27,5,2,0,81,no_promoted
3185,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,31,4,5,0,46,no_promoted
52650,Operations,region_4,Master's & above,f,sourcing,1,46,4,17,0,64,no_promoted
73325,Operations,region_22,Bachelor's,m,other,1,34,1,6,0,,no_promoted
36083,Technology,region_16,Bachelor's,m,other,2,26,1,3,0,85,no_promoted
46349,Operations,region_17,Bachelor's,m,other,1,33,5,8,0,60,promoted
77056,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,27,4,2,0,49,promoted
33475,Finance,region_26,Bachelor's,f,other,1,30,3,8,0,63,no_promoted
21071,Operations,region_7,Bachelor's,m,other,1,43,3,7,0,59,no_promoted
26387,Procurement,region_17,Master's & above,m,other,1,42,5,9,0,69,promoted
61989,Technology,region_24,Bachelor's,m,other,1,34,3,6,0,80,no_promoted
65878,R&D,region_15,Bachelor's,m,other,1,30,3,2,0,80,no_promoted
54682,Procurement,region_2,Bachelor's,m,other,1,31,5,9,0,67,no_promoted
11151,Analytics,region_7,Bachelor's,m,sourcing,2,37,3,7,0,83,no_promoted
15986,Technology,region_7,Bachelor's,m,referred,1,26,4,2,0,82,no_promoted
45528,Operations,region_2,Bachelor's,m,referred,1,37,3,9,0,59,no_promoted
12110,Operations,region_22,Below Secondary,m,other,1,23,1,2,0,58,no_promoted
3921,HR,region_2,Below Secondary,m,other,1,26,3,1,0,53,no_promoted
65030,Technology,region_7,Master's & above,m,referred,1,36,5,3,0,80,no_promoted
35426,Legal,region_2,Bachelor's,m,sourcing,3,34,3,3,0,58,no_promoted
62032,Analytics,region_22,Bachelor's,m,other,1,33,3,9,0,86,promoted
12989,HR,region_15,Bachelor's,f,sourcing,1,36,5,8,0,48,no_promoted
41176,Operations,region_11,Bachelor's,f,other,1,37,5,4,0,57,no_promoted
13669,Procurement,region_2,Bachelor's,m,other,2,27,3,3,0,69,no_promoted
51033,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,35,2,9,0,54,no_promoted
38332,Technology,region_22,Bachelor's,f,sourcing,1,28,,1,0,82,no_promoted
34784,Procurement,region_2,Bachelor's,f,sourcing,2,26,3,2,0,70,no_promoted
50905,Sales & Marketing,region_28,Master's & above,m,sourcing,1,33,5,3,0,94,promoted
43508,Sales & Marketing,region_13,Bachelor's,m,other,3,29,2,2,0,46,no_promoted
1166,R&D,region_26,Bachelor's,m,other,1,34,5,3,0,81,no_promoted
48111,Operations,region_2,Master's & above,f,other,3,36,3,4,0,,no_promoted
41718,Operations,region_29,Master's & above,m,sourcing,1,34,2,5,0,58,no_promoted
24621,Sales & Marketing,region_4,Master's & above,f,other,1,35,3,10,0,52,no_promoted
67704,Sales & Marketing,region_2,Bachelor's,m,other,1,38,3,9,0,50,no_promoted
60163,Operations,region_15,Bachelor's,m,other,2,53,3,16,0,58,no_promoted
29114,Technology,region_22,Bachelor's,m,sourcing,1,27,5,5,0,82,promoted
10460,Sales & Marketing,region_21,Bachelor's,m,other,1,29,4,7,0,46,no_promoted
66376,Procurement,region_30,Bachelor's,m,sourcing,2,29,3,5,0,68,no_promoted
42693,Operations,region_15,Bachelor's,m,sourcing,1,50,2,19,0,62,no_promoted
76548,Procurement,region_8,Master's & above,m,other,1,34,4,10,0,97,promoted
17296,Finance,region_22,Bachelor's,f,other,1,33,4,6,0,58,no_promoted
21148,Analytics,region_4,Bachelor's,m,sourcing,2,28,,1,0,89,no_promoted
69948,Procurement,region_4,Master's & above,m,sourcing,1,38,3,9,0,71,no_promoted
49479,Procurement,region_2,Bachelor's,f,other,1,50,3,2,0,63,no_promoted
27406,R&D,region_7,Bachelor's,m,other,1,41,5,7,0,82,no_promoted
50617,Sales & Marketing,region_2,Bachelor's,m,sourcing,3,30,,1,0,46,no_promoted
60683,Operations,region_4,Master's & above,m,other,1,43,3,17,0,58,no_promoted
6228,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,39,4,3,0,52,no_promoted
66646,Analytics,region_22,Bachelor's,m,sourcing,2,33,4,9,0,87,no_promoted
45033,Sales & Marketing,region_7,Bachelor's,m,other,3,29,3,6,0,50,no_promoted
4095,Sales & Marketing,region_2,Bachelor's,m,other,1,44,2,2,0,51,promoted
74727,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,30,4,4,0,48,promoted
52859,Operations,region_17,Bachelor's,f,sourcing,1,32,5,3,0,59,no_promoted
30413,Procurement,region_2,Master's & above,m,other,1,47,5,18,0,71,no_promoted
62892,Finance,region_22,Master's & above,m,other,1,34,3,7,0,57,no_promoted
26503,Procurement,region_31,Bachelor's,m,other,2,30,4,8,0,66,no_promoted
27640,HR,region_22,Bachelor's,m,sourcing,1,29,5,2,0,46,no_promoted
35624,Sales & Marketing,region_6,Bachelor's,m,other,2,29,3,4,0,42,no_promoted
64086,Sales & Marketing,region_20,Master's & above,m,sourcing,1,37,3,6,0,50,no_promoted
12306,Operations,region_2,Master's & above,f,other,1,55,2,13,0,60,no_promoted
41434,Legal,region_31,Bachelor's,f,sourcing,1,31,4,2,0,59,no_promoted
26392,Sales & Marketing,region_15,Bachelor's,f,other,1,31,1,2,0,55,no_promoted
23794,Sales & Marketing,region_15,Bachelor's,f,other,1,32,3,9,0,51,no_promoted
35536,HR,region_26,Bachelor's,f,other,1,34,3,8,0,50,no_promoted
32511,Operations,region_1,Bachelor's,f,other,1,35,4,6,0,60,no_promoted
20122,Sales & Marketing,region_2,Master's & above,f,other,2,34,3,6,0,50,no_promoted
19444,Sales & Marketing,region_15,Master's & above,m,sourcing,1,44,2,14,0,,no_promoted
31169,Operations,region_22,Bachelor's,m,sourcing,1,27,5,4,0,54,no_promoted
44395,Technology,region_10,Master's & above,m,other,1,30,3,2,0,83,no_promoted
63676,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,41,3,6,0,51,no_promoted
26958,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,30,3,3,0,48,promoted
43479,Legal,region_5,Bachelor's,m,sourcing,1,26,,1,0,58,no_promoted
49236,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,31,4,6,0,52,no_promoted
24056,Sales & Marketing,region_2,Master's & above,m,other,1,58,1,6,0,49,no_promoted
51399,Sales & Marketing,region_7,Bachelor's,m,other,1,52,3,9,0,46,no_promoted
23535,Technology,region_7,Master's & above,f,sourcing,1,35,1,2,0,83,no_promoted
23864,Operations,region_16,Bachelor's,m,other,1,25,5,2,0,,no_promoted
30621,Technology,region_7,Bachelor's,m,other,1,55,4,17,0,78,no_promoted
48380,Sales & Marketing,region_16,,m,sourcing,1,24,,1,0,51,no_promoted
47483,Operations,region_8,Master's & above,m,other,1,43,1,5,0,52,no_promoted
26036,Operations,region_12,Bachelor's,m,other,1,27,4,2,0,55,no_promoted
55989,Analytics,region_22,Master's & above,m,other,1,37,4,9,0,83,no_promoted
39963,Sales & Marketing,region_27,,m,sourcing,1,32,1,6,0,47,no_promoted
70258,HR,region_20,Bachelor's,m,sourcing,2,27,5,3,0,51,no_promoted
25378,Sales & Marketing,region_13,Master's & above,m,other,2,40,3,14,0,49,no_promoted
43905,Sales & Marketing,region_27,Master's & above,m,other,1,33,3,4,1,95,promoted
58863,Procurement,region_22,Bachelor's,m,other,2,34,3,8,0,66,no_promoted
21530,Sales & Marketing,region_25,Bachelor's,m,other,1,29,4,2,0,59,promoted
74567,Technology,region_2,Bachelor's,m,other,2,26,4,3,0,81,no_promoted
48894,Operations,region_2,Master's & above,f,other,2,42,3,13,0,58,no_promoted
51410,Procurement,region_11,Bachelor's,m,sourcing,1,27,,1,0,68,no_promoted
21993,Technology,region_15,Bachelor's,f,other,1,32,1,5,0,81,no_promoted
29212,Procurement,region_23,Master's & above,f,sourcing,1,35,5,10,0,70,no_promoted
41239,Sales & Marketing,region_26,Bachelor's,m,sourcing,2,25,,1,0,46,no_promoted
76110,Sales & Marketing,region_2,Master's & above,m,sourcing,2,49,5,18,0,52,no_promoted
58229,Operations,region_19,Master's & above,m,sourcing,1,35,5,3,0,58,no_promoted
75470,Sales & Marketing,region_22,Master's & above,m,other,1,33,4,5,0,54,no_promoted
1304,Procurement,region_2,Bachelor's,f,other,2,40,3,3,0,70,no_promoted
59363,Procurement,region_22,Bachelor's,m,other,4,30,3,4,0,71,no_promoted
49429,Finance,region_2,Bachelor's,f,other,1,26,5,4,0,60,no_promoted
25151,Operations,region_16,Bachelor's,m,sourcing,1,29,1,6,0,59,no_promoted
32339,Analytics,region_29,Bachelor's,m,other,1,38,3,5,0,82,no_promoted
47294,Sales & Marketing,region_10,Master's & above,m,other,2,37,2,7,0,50,no_promoted
22908,Technology,region_24,Bachelor's,f,other,1,28,,1,0,78,no_promoted
40005,Technology,region_6,Bachelor's,m,other,3,30,3,2,0,81,no_promoted
75245,HR,region_2,Below Secondary,f,other,1,20,,1,0,51,no_promoted
17152,Operations,region_23,Bachelor's,f,sourcing,1,32,5,9,0,56,promoted
36484,Finance,region_32,Bachelor's,m,other,1,31,3,5,0,60,no_promoted
39027,Technology,region_26,Bachelor's,m,other,1,25,4,2,0,84,no_promoted
36011,Analytics,region_22,Bachelor's,m,other,3,30,5,2,0,86,no_promoted
33207,Sales & Marketing,region_2,,f,sourcing,2,25,,1,0,50,no_promoted
76956,Analytics,region_22,,m,sourcing,1,26,,1,0,85,no_promoted
53351,Technology,region_33,Master's & above,m,sourcing,1,46,2,14,0,77,no_promoted
17375,Technology,region_11,Bachelor's,f,sourcing,1,37,4,9,0,77,no_promoted
7196,Operations,region_28,Master's & above,f,other,1,31,5,3,0,64,no_promoted
11025,Analytics,region_2,Bachelor's,m,other,1,32,5,4,0,82,no_promoted
75366,Technology,region_5,Bachelor's,m,other,1,26,4,2,0,76,no_promoted
42715,Technology,region_22,Master's & above,m,sourcing,1,48,4,4,0,75,no_promoted
29167,Finance,region_2,Bachelor's,m,other,1,50,4,18,0,57,no_promoted
6065,Sales & Marketing,region_6,Bachelor's,m,sourcing,2,31,2,4,0,44,no_promoted
36157,Operations,region_22,Bachelor's,m,other,1,30,5,3,0,57,no_promoted
60412,Procurement,region_25,Master's & above,f,other,1,36,1,8,0,67,no_promoted
71138,Technology,region_2,Master's & above,m,sourcing,1,44,4,3,0,79,no_promoted
74335,Operations,region_13,Bachelor's,f,other,2,32,3,7,0,57,promoted
20596,Technology,region_11,Master's & above,f,other,1,40,5,9,0,90,promoted
2841,Technology,region_33,Bachelor's,m,other,1,28,2,2,0,78,no_promoted
45300,Analytics,region_32,Bachelor's,m,other,1,31,5,5,0,81,no_promoted
43873,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,55,1,2,0,47,no_promoted
4888,Finance,region_2,Bachelor's,m,sourcing,3,56,5,15,0,58,no_promoted
33725,Analytics,region_2,Bachelor's,m,other,1,29,3,3,0,83,no_promoted
4966,Sales & Marketing,region_7,Master's & above,m,sourcing,3,42,1,14,0,54,no_promoted
20334,Analytics,region_16,Bachelor's,m,other,1,32,1,6,0,83,no_promoted
55149,Operations,region_19,Bachelor's,m,sourcing,1,28,3,3,0,,no_promoted
72328,R&D,region_16,Bachelor's,m,other,2,37,5,3,0,88,no_promoted
52140,Sales & Marketing,region_13,Bachelor's,m,sourcing,2,28,,1,0,55,no_promoted
10246,HR,region_23,Master's & above,m,sourcing,1,35,5,6,0,47,no_promoted
1770,Technology,region_13,Bachelor's,m,sourcing,3,29,4,7,0,80,no_promoted
34089,Sales & Marketing,region_22,Bachelor's,f,other,1,28,1,4,0,50,no_promoted
12354,HR,region_25,Master's & above,f,other,1,32,5,4,0,53,no_promoted
49846,Procurement,region_2,,m,other,3,36,1,9,0,69,no_promoted
73707,Procurement,region_26,Bachelor's,f,other,1,36,5,10,0,75,promoted
10618,Procurement,region_11,Bachelor's,f,sourcing,1,27,1,5,0,70,no_promoted
51455,Technology,region_20,Bachelor's,m,other,1,28,3,5,0,83,no_promoted
28827,Operations,region_26,Bachelor's,m,sourcing,1,30,3,3,0,58,no_promoted
38843,Procurement,region_2,Bachelor's,f,sourcing,2,25,2,2,0,71,no_promoted
74212,Operations,region_33,Master's & above,m,other,1,40,4,4,0,62,no_promoted
7438,Procurement,region_15,Master's & above,f,sourcing,1,40,3,9,0,71,no_promoted
64443,Sales & Marketing,region_28,Bachelor's,m,other,1,33,2,6,0,49,no_promoted
27444,Finance,region_2,Bachelor's,m,sourcing,1,38,4,5,0,,no_promoted
44190,Procurement,region_15,Bachelor's,m,other,1,36,5,10,0,71,promoted
30833,Sales & Marketing,region_2,Bachelor's,m,referred,1,36,5,9,0,51,no_promoted
65787,Sales & Marketing,region_26,Bachelor's,m,other,1,33,1,6,0,50,no_promoted
41247,Sales & Marketing,region_2,Bachelor's,f,other,1,50,3,4,0,55,no_promoted
40052,Sales & Marketing,region_28,Master's & above,f,sourcing,1,35,2,9,0,50,no_promoted
71324,Procurement,region_2,Bachelor's,f,other,3,57,3,17,0,70,no_promoted
67538,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,33,2,9,0,50,no_promoted
43086,Operations,region_2,Master's & above,m,sourcing,1,46,3,17,0,59,promoted
13976,Analytics,region_31,Bachelor's,m,other,1,52,1,3,0,85,no_promoted
4551,Procurement,region_13,Bachelor's,f,other,1,27,4,4,0,66,no_promoted
26939,Operations,region_2,Bachelor's,f,sourcing,2,38,3,4,0,60,no_promoted
2423,Operations,region_2,Bachelor's,m,sourcing,1,38,5,7,0,60,no_promoted
37871,Sales & Marketing,region_31,Master's & above,m,sourcing,1,32,1,9,0,52,no_promoted
40123,Technology,region_22,Bachelor's,f,sourcing,2,29,2,6,0,81,no_promoted
2364,Sales & Marketing,region_2,Bachelor's,m,other,1,50,5,9,0,51,no_promoted
60269,HR,region_2,Below Secondary,m,referred,1,24,,1,0,57,no_promoted
43919,HR,region_22,Below Secondary,m,other,1,21,3,2,0,,no_promoted
49984,Technology,region_21,Master's & above,m,sourcing,1,42,1,4,0,79,no_promoted
16372,Operations,region_19,Bachelor's,f,other,2,32,2,5,0,64,no_promoted
73215,Sales & Marketing,region_22,Master's & above,f,other,2,32,3,6,0,51,no_promoted
38954,Technology,region_2,Master's & above,m,other,1,41,3,3,0,79,no_promoted
41553,Sales & Marketing,region_31,Master's & above,m,other,2,38,1,3,0,52,no_promoted
47546,Technology,region_2,Bachelor's,f,other,1,46,3,19,0,79,no_promoted
31044,Finance,region_26,Bachelor's,f,sourcing,1,31,5,8,0,60,no_promoted
62406,Operations,region_31,Bachelor's,m,other,1,46,3,16,0,63,no_promoted
74200,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,33,1,5,0,62,promoted
35734,Finance,region_27,Bachelor's,m,sourcing,1,33,3,5,0,62,no_promoted
48500,Procurement,region_16,Bachelor's,m,other,1,30,,1,0,69,no_promoted
